,School Name,School Address,School Phone,affiliation
286,Kendriya Vidyalaya,Diphu District...,"08562 2291 , 2291",CSEB
287,Kendriya Vidyalaya,"Cci Bokajan, P. O. Bokajan...",03675 246009,CSEB
288,Abanti Kumar Mahanta Educational Institution,Laxmi Bazar Road...,03843267817,CSEB
289,Central Public School,"Gyan Village, Haitharkha, Patharkandi Pt-Iv...","01697 03843-255698 , 24640133",CSEB
290,Central Public School,"Umarpur, Badarpur...","0260 03845-268714 , 396210",CSEB
291,Jawahar Navodaya Vidyalaya,Hari Nagar...,"0884 83416 , 83416",CSEB
292,Kendriya Vidyalaya,Nilmani Roaddt...,"03843 73078 , 73158",CSEB
293,Maharishi Vidya Mandir,Laxmi Bazar Road. P. O. &...,01636 (03843) 263580,CSEB
294,Tagore School of Studies,P. O. : Badarpurghat...,03845267425,CSEB
295,Centre For New Learning,"P. O. : Bengtol, District Chirang, Btc...",03441-264743,CSEB
296,De-paul's Public School,"P. O. Dotma, B. T. A. D...","03661 - 291541, 09508605599",CSEB
297,Don Bosco School,"Kokrajhar,  BTC...",,CSEB
298,Don Bosco School,"Rarnfalbil, Serfanguri P. O, kokrajhar...",03661291877,CSEB
299,Jawahar Navodaya Vidyalaya,Ranchidham Via-Basugaon District...,"03715 81208 , 03715223600",CSEB
300,Kendriya Vidyalaya,B. R. P. L. Bongaigaon Dhaligaon District...,"584 P&T , 65 P&T 65 P&T",CSEB
301,Kendriya Vidyalaya,Hathimatha Ward #8...,"08548 445 , 543373",CSEB
302,St. Xavier's Public School,"Nichinapara, Basugaon, Chirang District, Btad...",09436110652,CSEB
303,The Reality Public School,"Village-Chandamari, P. O. - Chandrapara, PS &...",03661218201,CSEB
304,Asian Public School,"Ward #14, P. O. : North, 787001...","03752-222491 , 09412061947",CSEB
305,Jawahar Navodaya Vidyalaya,Lakhimpuri P. O. Bihpuria...,"03666 3382 , 03759291738",CSEB
306,John Firth Christian English High School,"Nakari, Ward #1, P. O. Lakhimpur, P. S Lakhim...",09435085031,CSEB
307,Kendriya Vidyalaya,Northp O Saboti Women Iti Campus...,"03752 234630 , 73158",CSEB
308,Sangam Academy,"Village Borbocha, P. O. Moidomia, North Lakhi...",0375 2242752,CSEB
309,St. Xavier's School,Harmutty Merbil District...,"0360 2266260 , 2266007",CSEB
310,Indus Academy,Jagiroad Migaon...,03678 244105,CSEB
311,Jawahar Navodaya Vidyalaya,Morigaon...,"03192 40365 , 74280",CSEB
312,Kendriya Vidyalaya,"Jagiroad Hpc District, Morigaon...",0497 265,CSEB
313,Christ Jyoti School,"Premnagar, Dhing Road...","0361 03672-220734,223469",CSEB
314,Jawahar Navodaya Vidyalaya,"Dhing, Nagaon, 782123...","03672- 260358, 260940, 233185",CSEB
315,Kendriya Vidyalaya,Missa Cantt...,,CSEB
316,Kendriya Vidyalaya,"Nagaon District, P. O. Itachali...","03712 373 , 894",CSEB
317,Kendriya Vidyalaya,N. F. Railway Lumding District...,"08418 493 , 0984649206",CSEB
318,National Academy,"Raidongia, Aibheti...",03672236399,CSEB
319,Pranabananda Vidyamandir,"Bharat Sevashram Sangha, Jorangdisha G. P., L...",0381 03674263474,CSEB
320,Sandipani Vidya Mandir,Senchowa...,"04828 03672 225745 , 04828-221504",CSEB
321,Jawahar Navodaya Vidyalaya,Banekuchi P. O...,"08499 86417 , 231807",CSEB
322,Jawahar Navodaya Vidyalaya,"Nalbari, Ward #2, Udalguri Town, P. O. & Udal...",03711 281295,CSEB
323,Kendriya Vidyalaya,"Tamulpur, At/P. O. Tamulpur, Baksa...",03624 287220,CSEB
324,Nalanda Public School,Komar Suburi Path Japarkuchi...,09864182305,CSEB
325,Vivekananda Kendra Vidyalaya,P. O. Sandheli Via : Gopal Bazar ( Assam )...,"08548 9435513804 , 543373",CSEB
326,Delhi Public School,"O. N. G. C. Nazira, Sibsagar...","03772 240501 , 3772240507",CSEB
327,Jawahar Navodaya Vidyalaya,"Tom-Tom Tola P. O. - Chakimukh District, Sibs...","08499 21290 , 231807",CSEB
328,Kendriya Vidyalaya,Ongc...,"08418 2290 , 0984649206",CSEB
329,Kendriya Vidyalaya,"Ongc Nazira District, Sibsagar...","080 232 , 3447015",CSEB
330,Polestar Academy,"Court Road Rajadhap Sonar, Sibsagar...",0377 2213930,CSEB
331,Purna Vikash Central School,"Demow Pathar, Joysagar...",03772-232077,CSEB
332,Air Force School,"#11 Wing C/o 99 A. P. O, Tezpur...","08548 03712 ;258622 , 543373",CSEB
333,Army School,Solmara Tezpur District...,"03712 259109 , 03712259109",CSEB
334,Army School,Missamari District...,"03714 55558 , 6228075",CSEB
335,Assam Rifles Middle School,C/o 99 AP. O. Lokra P. O. Lokra...,"0374 2825417 , 03742825417",CSEB
336,Assam Rifles School,"Balipara, Chariduar...",09436131820,CSEB
337,Biswanath Jnan Bharati School,Madhupur Biswanath Chariali...,0361 03715-230058,CSEB
338,Green Dale School,Thakurbari Road Rangapara...,037539 03714251343,CSEB
339,Gyan Bharti Academy,Swahidbakeri Tejpur...,07342562478,CSEB
340,Holy Child English School,Gopalpur Jamugurihat Pub Borbhagia...,9854100548,CSEB
341,Jawahar Navodaya Vidyalaya,"P. O. Bishwanath, Chariali, District...","03715 223393 , 03715223600",CSEB
342,Kendriya Vidyalaya,"Central University, Tezpur, P. O. Napaam...","03712 267344 , 09435380551",CSEB
343,Kendriya Vidyalaya,Lokra District...,"0532 5 A R , 820411",CSEB
344,Kendriya Vidyalaya No 1,Tezpur Dekargaon District...,"0831 6338 , 6338",CSEB
345,Kendriya Vidyalaya No 1,Missamari District...,"03714 253888 , 0",CSEB
346,Kendriya Vidyalaya No 2,Air Force Station Tezpur Salonibari District...,03712 258885,CSEB
347,Maharishi Vidya Mandir Public School,"Parua Gaon, P. O. Mahavairab...",03712 230727,CSEB
348,St. Marys School,"Teenmile, Khalia Bhoma P. O. Tezpur 784004...","0495 03712 268366 , 0495-2283144",CSEB
349,Tejpur Gurukul Chatai Chapori,4th Mile Tezpur...,"0551 2256168 , 2255371",CSEB
350,The East Indian School,"Nabapur, Biswanath Chariali...",03715223655,CSEB
351,Blue Bird School,Margherita Charilai...,"05876 03751220686 , 401232",CSEB
352,Budding Buds School,D. M. Lohia Road...,"0374 2338111 , 2337996",CSEB
353,Delhi Public School,IOCL Township P. O. - Digboi District...,"03751 264917 , 2917 265955",CSEB
354,Guru Teg Bahadur Academy,"Near Circuit House, Borguri, Tinsukia, Assam ...",,CSEB
355,Hindustani Kendriya Vidyalaya,"N. H. - 37, Laipuli, Hijuguri ( Assam )...",0361 03742310137,CSEB
356,Holy Brook School,Pakharijian Gaon Near St Lukes Hospital...,03742338597,CSEB
357,Jawahar Navodaya Vidyalaya,"Rangajan, 
P.O. Ruipai Siding,
Tinsukia,
A...","03759 291738 , 03759291738",CSEB
358,Kendriya Vidyalaya,Arc Doomdoma District...,"0891 334 , 699(ioc",CSEB
359,Kendriya Vidyalaya,Raja Ali Road Naw-Pukhuri...,"07463 23240 , 276",CSEB
360,Kendriya Vidyalaya,Lekhapani District...,"08418 82415 , 0984649206",CSEB
361,Kidzee And Sunshine High School,Namdang Gaon Baragolai P. O. - Margherita Dis...,03751221084,CSEB
362,Lotus Academy,Doomdoona...,03759 240002,CSEB
363,Oil Valley School,Bogapani Colony P. O. Bogapani P. S. Digboi...,037539 2720,CSEB
364,Our ABC Academy,"Rangagora Road, Borguri Court Tinali, Tinsuki...",0374 2331717,CSEB
365,Pinewood Residential School,"Swahid Moniram Dewan Nagar, Pinewood Road...","0374 2340594, 2300730",CSEB
366,Prabhat Tara Children English Academy,"Hijuguri, New Court Road, Tinsukia, P. O., P....","0374 2339824 , 2350181",CSEB
367,The Little Stars School,Borbil No I Digboi...,"03751 265022 , 03751265022",CSEB
368,Tinsukia English Academy,Manav Kalyan Namghar Road Cheerpatty...,"0374 2339373 , 9401447472",CSEB
369,Vivekananda Kendra Vidyalaya,P. O. - Laipuli Via Panitola...,"0374 21236 , 9435526058",CSEB
370,Vivekananda Kendra Vidyalaya (nec),Baragolai P. O. Margherita Tinsukhia...,"03751 221227, 213435 , 9435136332",CSEB
371,Araria Public School,Wasiabad Poararia...,"06453 222229 , 09931768166",CSEB
372,Career Guide Academy,"Diyaganj. Rampur Kodarkatti, N. H-57...",06453 223138,CSEB
373,Ihhs Academy,At & P. O. - Bathnaha...,06455223484,CSEB
374,Jawahar Navodaya Vidyalaya,"R. S. Village Maza Rahikpur T., Bihar...","22726 , 206",CSEB
375,Kendriya Vidyalaya,"Campus of Mahatma Gandhi Smarak High School, ...","06453 224670 , 479",CSEB
376,Mithila Public School,R. B. Nagar Bhadreshwar Fbesganj...,"06455 223164 , 9470208444",CSEB
377,Mohini Devi Memorial School,At & P. O...,"06453 222277 , 440303",CSEB
378,Radhakrishna Saraswati Vidya Mandir,"Patelnagar, Jogbani...",06455-242045,CSEB
379,Shri Rani Saraswati Vidya Mandir,Koshi Coloney Hawai Field P. B. #4 Farvisganj...,"06455 223077 , 06455-224469",CSEB
380,Akshar Vidya Griha,"Village + P. O. - Dardha, PS-Goh...",08292627656,CSEB
381,Ambika Public School,"Karma Road, Near Police Line ( Bihar )...",9939258121,CSEB
382,B L Indo Anglian Public School,"Rampur Tola, Bhanhara...",09934228130,CSEB
383,Bright Life Public School,"Inglish ( Kiyakhap ), Rafiganj...",9934737411,CSEB
384,Dav Public School,Daud Nagar...,"06328 228901 , 332375",CSEB
385,"Dav Public School, Dayanand Vihar",Dayanand Vihar P. B. #6...,"06186-223545, 224147",CSEB
386,Dnyanada English School,"Gut #76, Cambridge- Savangi By Pass, Pokhari,...","0240-2481760, 24781760",CSEB
387,Jawahar Navodaya Vidyalaya,Barun...,"4128 , 4128",CSEB
388,Kendriya Vidyalaya,"Village Babhandi, P. O. Jogia...","06186 292004 , 07766083322",CSEB
389,Ld Buddha Public School,Buddh Vihar Jasoiya Me ( Bihar )...,"0 06186225372 , 09431132086",CSEB
390,Mahesh Academy,M. G. Road...,"05832 06186223224 , 09219663332",CSEB
391,Oyster English High School and Junior College,"Gut #15, Fatehpur, Varud Fata, Jalna Road , A...","0240 2100265, 2358901",CSEB
392,"Podar International School, Shahnoorwadi","Survey No. 14, 
Jabinda Park, 
Opposite Cha...",0240-2356535,CSEB
393,Sanskar Vidya,"Knowledge City, Leela Chak, Navratan Chak, Da...",06328-228741,CSEB
394,Saraswati Shishu Mandir,Rashtriya Uchcha Path...,"06186 223340 , 9570337317",CSEB
395,St. Ignatius Schools,Gayatripath Near Bypass Chowk...,"06186 224412 , 09973791551",CSEB
396,Vivekanand Mission School,Biley Vihar Daud Nagar...,"06328 229385 , 2339294",CSEB
397,Vivekanand Vision Ideal Public School,"Bignanikanagar, Yari, Deo-Anandpura Road...",9934406927,CSEB
398,Adwaita Mission High School,"At. Shivdham, P. O. Maniyarpur...",06424-291210,CSEB
399,"Adwaita Mission High School, Mandar","P.o. Mandar Vidyapith, Via- Bounsi, Banka
 B...",06425-291311,CSEB
400,B.D. Academy,"At-Khemichak, P. O. - Bishwambharchak, P. S. ...",06420223175,CSEB
401,Jawahar Navodaya Vidyalaya,Shakti Nagar Chandan Dam P. O. Laxmipur...,"03844 32420 , 77744",CSEB
402,Kendriya Vidyalaya,Pbs College Campus Post &...,"06159 224202 , 230366",CSEB
403,S K M Public School,"Dadhi Pakaria, Shambhuganj...",9955932207,CSEB
404,S.b.p. Vidya Vihar,"Gurudham, P. S. + P. O. - Bounsi-813104, ( Bi...",09431156068,CSEB
405,Shree Khublal Pramila Vidya Vihar,Rajpur P. O. Makhaduma Bhagalpur...,9934521025,CSEB
406,B.D. Public School,Navada Chauk...,0121 06182239216,CSEB
407,Cambridge Public School,"Koilara, Dawan, Jagdishpur...",9631700247,CSEB
408,D K Carmel Residential High School,1 Km West From Zero Mile N. H. 30 Ara P. O. B...,06182 234857,CSEB
409,DAV Public School,"Ara, Ara Patna Road, Dhanupura, Ara, Bojpur...","06182 658479 , 9576250555",CSEB
410,Delhi Model Public School,"Kulharia, Near About Kulharia Bazaar, P. O. K...",06115 09852973075,CSEB
411,Divya Bhaskar Public School,Dhobaha Ara-Salempur Road P. O. - Dobahan P. ...,06182248082,CSEB
412,Gyan Jyoti Awasiya Vidyalaya,"Mauza Bampali, Ara...",9431027052,CSEB
413,Jawahar Navodaya Vidyalaya,Bihiya...,"03192 52 , 74280",CSEB
414,Jean Paul's High School,East Ramna Road Ara...,"06182 222281 , 225576 222340",CSEB
415,Kendriya Vidyalaya,"Ara, Zero Mile, P. O. Anaith, Ara...","06182 242391 , 479",CSEB
416,M.D.carmel School,Dulour ( Baradparva )...,0631 06182280218,CSEB
417,Ma Matryaru Yogini Secondary School,Gundi Bhojpur Ara...,"0612 2590345 , 2222699",CSEB
418,Mangri Devi Jarurat Public School,"Lohia Tola, Village Amar Puri, Ara, P. O. Eya...",9801621396,CSEB
419,Mother Teresa Public School,"Dularpur, Ara...",06182239901,CSEB
420,Mount Litera Zee School,Bampali Ara Buxer Road Ara...,06182244150,CSEB
421,Rajkeshwar Singh Chunmun Saraswati Vidya Mandir,Singhi Ara...,06182 222822,CSEB
422,S.t.s.v. International School,"Santpur, Dhanupra, Ara...",06182234270,CSEB
423,Shanti Smiriti Sambhawana Awasiva UCHH Vidyalaya,"Subh Narayan Nagar, Majhawa...","0618 2654848 , 9864028899",CSEB
424,Vivekanand Public School,Bihiya-Jagdishpur Road...,06181-241440,CSEB
425,Emerald Heights School,Behind Geeta Nagar Bypass...,0724 2436411,CSEB
426,Jawahar Navodaya Vidyalaya,Babulgaol ( Jahal ) Akola...,"07252 231788 , 233639",CSEB
427,Jubli English High School,"Near Babulgaon Bus Stop, At Kumbhari...","020 0724 2435575 2438276 9421484244 , 26851517",CSEB
428,Noel School,"Behind S. T. Workshop, Kaulkhed Road...",07242454557,CSEB
429,Podar International School,"Survey #50/1, Umri, Krushi Nagar, Barsi...",0724 – 3204699 / 0724-2450706,CSEB
430,Prabhat Kids School,"Washim Road, Opposite Hotel Ambika...",0724-2453005,CSEB
431,School of Scholars,"Mouza, Koulkhed, Hingna Road...","0484 2453069 , 2319361",CSEB
432,Abhyasa English School,"Panchavati, Nagpur Road...",0721-2660206,CSEB
433,Eklavaya Residential School,"Chikhaldara Tal Chikhaldara, Near Ranjers Col...","07220 230301 , 9423610380",CSEB
434,Jawahar Navodaya Vidyalaya,Navsari...,"0721 577010 , 577010",CSEB
435,Maharishi Public School,"New Ring Road, Opposite Hotel Rajput, Navsari...",09422155926,CSEB
436,New Orange City Convent,"Near S. T. Stand, Warud...",07229-232991,CSEB
437,P.R. Pote Patil International School,"Shri Gajanan Township, Kathora Road, Amravati...",0721 3200040,CSEB
438,Podar International School,"Survey #84/2, Kathora, Opposite Pote Farm, Ka...",0721-6003222,CSEB
439,Scholars Convent,"Near Dasara Maidan, Badnera Road...",0721-6451273,CSEB
440,School Of Scholars,"Mouza Mimbora ( Khurd ), Badnea Road, Teh &...","0721 2550201 , 27212888",CSEB
441,Vidya Niketan School,"P-15, Midc Area, Butibori, Mardi Road, Villag...",2567558,CSEB
442,Dav Public School,"NTPC, Thermal, Talcher...",06760249124,CSEB
443,"Dav Public School, Kalinga","MCL,Kalinga Area, N.s.nagar, Bharatpur...",06760-265001,CSEB
444,"Dav Public School, Talcher","MCL, Jagannath Area P. o. Dera, Talcher...",06760- 268599 / 268699,CSEB
445,"Delhi Public School, Banarpal","Gotamara, Banarpal...",+22 342 2345 345,CSEB
446,"Delhi Public School, Nalconagar",Nalconagar...,"06764 220209 , 67641 06764-220236",CSEB
447,Jawahar Navodaya Vidyalaya,At Fci P. O. Vikrampurorissa...,"2289 , 2291",CSEB
448,Kendriya Vidyalaya,NAC Guest House Building P. O. & Postoris...,06764 231282,CSEB
449,"Kendriya Vidyalaya, Deepshikha","NTPC, Kaniha P.O, Deepshikha...","06760-243658, 243201",CSEB
450,Little Hearts Toddlers Academy,Village Talatarla Juiojamunali Road...,06764232956,CSEB
451,Maharishi Vidya Mandir,At & P. O. Turang Vig & District Torissa...,"06764 232353 , 221095",CSEB
452,O.p. Jindal School,"Chhendipada Road, Sh-63, Jindal Nagar...","06761-254181 , 9777444490",CSEB
453,Rotary Public School,Atpoangul Orissa...,06764 31222,CSEB
454,St Josephs School,"Pallahara, P.O
...",9437546518,CSEB
455,St. Mary's School,Deep Shikha Ntpc/tstpr Kaniha District Toriss...,,CSEB
456,Aum Valley School,"At : Charbhata, P. O. : Titilagarh...","03862 06655-222282, 214147",CSEB
457,Balangir Public School,At/P. O. Balangir Orissa...,,CSEB
458,Dav Public School,"Bhatipara Titilagarh, Bolangir, Orissa...",06655220820,CSEB
459,I D M Public School,"At-Bagbhadi, Bolangir...",06652234332,CSEB
460,Jawahar Navodaya Vidyalaya,At P. O. Tarbha Sonepur Orissa...,"06654 86285 , 28710",CSEB
461,"Jawahar Navodaya Vidyalaya, Belpada","Belpada, Bolangir, Odisha...",06658-264438,CSEB
462,Kantabanji Lions Public School,At P. O. Kantabanji Bolangir Orissa...,"06657 20909 , 21809 06657221809",CSEB
463,Kendriya Vidyalaya,Ordnance Factory Badmal Orissa...,"011 63110 , 63294 27049209",CSEB
464,Kendriya Vidyalaya No 2,"Opposite New Palace, Shastri Nagar Bolangir O...","011 63110 , 27049209",CSEB
465,Lions Vocational Public School,At/P. O. - Patnagarh...,06658-222629,CSEB
466,Omm International School,"At-Ulba, P. O. - Patnagarh, District Bolangir...",06658222333,CSEB
467,Ordnance Factory School,At/P. O. Bodmal District Bolangir Orissa...,,CSEB
468,Oriental Public School,"At/P. O. Malamunda, Bolangir, Orissa...","0532 230025 , 9263182133",CSEB
469,Roshni Public School,"At-Sudpara, Po/District Bolangir-767001...","01591 (06652) 232045 , 01591231077",CSEB
470,Shree Dadiji Mandir Trust Prabhavati Public School,At Pipal Padar P. O. Manigaon Via Titligarh B...,"06655 220272 , 06655-220740",CSEB
471,St. Xaviers High School,Kantabanji Bolangir...,06657-220782,CSEB
472,Dav Public School,Sovarampur ( Orissa )...,"06782 265875 , 2758565",CSEB
473,Jawahar Navodaya Vidyalaya,Bagudi P. O. Mahumuhan District Torissa...,03692 21205,CSEB
474,Kendriya Vidyalaya,Professor Colony Indira Gandhi Margorissa...,"022 21187 , 21187",CSEB
475,Maharishi Vidya Mandir,Shadev Khunta District Torissa...,"044 63917 , 65079 43564350",CSEB
476,Modern Public School,At Meghadambaru P. O. Khurda District Torissa...,"06782 240997 , 240497",CSEB
477,Range School,Chandipur District Torissa...,72152,CSEB
478,St. Thomas Convent School,"Kalidaspur, Po : Haripur, Balasore...",06782-260093,CSEB
479,St. Xaviers High School,"Gandhi Sthal, Patapolo, Chandipur Road...",06782-327721,CSEB
480,"Jawahar Navodaya Vidyalaya, Paikmal","P. O. Paikmal,  BARGARH, Odisha - 768039...",06684250782,CSEB
481,Kendriya Vidyalaya,"Bardol, Torissa, Bargarh, Odisha - 768038...","06646 -246092, 232340, 230041",CSEB
482,Little Angels Public School,"Canal Road, Barpali, Bargarh, Odisha - 768029...","06646  256626, 256626",CSEB
483,Padampur Public School,"At/P. O. Padampur, Orissa...",06683223393,CSEB
484,Rotary Public School,At/P. O. T. Bargarh Orissa...,"06646 246129 , 06646-246129",CSEB
485,Siddhartha Public School,"At/po, Kumelshingha, Via Godbhogha, District,...",06682 230921,CSEB
486,The Kosala School,Nuakhirpali P. O. Larasaraorissa...,"06682 230244 , 06682230765",CSEB
487,Vidyasagar Academy English Medium School,"Ward #3, College Road...",2372850 06646-230519,CSEB
488,Vikash Residential School,Vikash Enclave Barhaguda Canal Chowk At P. O....,"06646 232441 , 232441",CSEB
489,Zenith Lions Gurukul,At-Padampur P. O. - Rajborasambar...,06683223555,CSEB
490,Durga Prasad Saraf Vidyapeeth,D. P. Nagarorissa...,"52567 , 52709",CSEB
491,Jawahar Navodaya Vidyalaya,"At/post Biras, Via-Basudevpur, District T, Or...",06784 298599,CSEB
492,Kendriya Vidyalaya,"Bhadrak At Kurkora Road, SP. O. Arnapal, Oris...",06784 240600,CSEB
493,Laxmi Narayan Public School,At. Sahada P. O. Sahada Sabarang...,06784215135,CSEB
494,Oxford Public School,"At/P. O. Dhamnagar, District T, Dhamnagar, Or...",06784 268193,CSEB
495,Sbd International School,"At-Samaraipur, Gelpur, P. O. - Madhabnagar...",06784-240271,CSEB
496,St. Xavier's High School,P. O. Charampaorissa...,"06784 230653 , 240679",CSEB
497,Jawahar Navodaya Vidyalaya,Boudh At Jd High School HostelP. O. & Orissa...,"01735 07284 , 264450",CSEB
498,Kendriya Vidyalaya,"At/po, District, Orissa...",06841 223536,CSEB
499,Dav Public School,"Sec VI, CDA Market Nagar, Abhinav Bidanasi, C...","0671 2503443, 601443",CSEB
